,series_description,country,year,value,source,nature,age,location,sex
441,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,43,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,65+,URBAN,0
442,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,281,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",URBAN,1
443,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,207,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,10+,URBAN,1
444,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,163,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",URBAN,1
445,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,26,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",URBAN,0
446,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,36,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",RURAL,0
447,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,278,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,1
448,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,34,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,0
449,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,43,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,65+,ALLAREA,0
450,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,116,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,65+,ALLAREA,1
451,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,279,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,1
452,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,225,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,15+,ALLAREA,1
453,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,33,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,15+,ALLAREA,0
454,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,286,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",ALLAREA,1
455,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,44,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",URBAN,0
456,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,33,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",URBAN,0
457,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,278,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",RURAL,1
458,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,249,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,1
459,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,51,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,0
460,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,33,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,0
461,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,88,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,65+,RURAL,1
462,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,45,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,65+,RURAL,0
463,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,193,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,10+,RURAL,1
464,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,31,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,10+,RURAL,0
465,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,201,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,10+,ALLAREA,1
466,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2013,34,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 2012/2013,C,10+,ALLAREA,0
467,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,133,Federal Statistical Office  based on Time Use Survey in Germany,C,10+,ALLAREA,0
468,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,198,Federal Statistical Office  based on Time Use Survey in Germany,C,65+,RURAL,0
469,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,204,Federal Statistical Office  based on Time Use Survey in Germany,C,10+,URBAN,1
470,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,132,Federal Statistical Office  based on Time Use Survey in Germany,C,10+,URBAN,0
471,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,98,Federal Statistical Office  based on Time Use Survey in Germany,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",URBAN,1
472,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,156,Federal Statistical Office  based on Time Use Survey in Germany,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",URBAN,0
473,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,205,Federal Statistical Office  based on Time Use Survey in Germany,C,65+,URBAN,0
474,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,272,Federal Statistical Office  based on Time Use Survey in Germany,C,65+,RURAL,1
475,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,240,Federal Statistical Office  based on Time Use Survey in Germany,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,1
476,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,161,Federal Statistical Office  based on Time Use Survey in Germany,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",ALLAREA,0
477,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,266,Federal Statistical Office  based on Time Use Survey in Germany,C,65+,ALLAREA,1
478,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,225,Federal Statistical Office  based on Time Use Survey in Germany,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",ALLAREA,1
479,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,121,Federal Statistical Office  based on Time Use Survey in Germany,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,0
480,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,234,Federal Statistical Office  based on Time Use Survey in Germany,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",RURAL,1
481,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,235,Federal Statistical Office  based on Time Use Survey in Germany,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",RURAL,1
482,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,138,Federal Statistical Office  based on Time Use Survey in Germany,C,15+,ALLAREA,0
483,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,212,Federal Statistical Office  based on Time Use Survey in Germany,C,15+,ALLAREA,1
484,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,60,Federal Statistical Office  based on Time Use Survey in Germany,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,0
485,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,205,Federal Statistical Office  based on Time Use Survey in Germany,C,10+,ALLAREA,1
486,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,222,Federal Statistical Office  based on Time Use Survey in Germany,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",URBAN,1
487,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,142,Federal Statistical Office  based on Time Use Survey in Germany,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",URBAN,0
488,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,241,Federal Statistical Office  based on Time Use Survey in Germany,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",URBAN,1
489,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,59,Federal Statistical Office  based on Time Use Survey in Germany,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",URBAN,0
490,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,211,Federal Statistical Office  based on Time Use Survey in Germany,C,15+,URBAN,1
491,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,137,Federal Statistical Office  based on Time Use Survey in Germany,C,15+,URBAN,0
492,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,187,Federal Statistical Office  based on Time Use Survey in Germany,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",URBAN,1
493,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,112,Federal Statistical Office  based on Time Use Survey in Germany,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",URBAN,0
494,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,264,Federal Statistical Office  based on Time Use Survey in Germany,C,65+,URBAN,1
495,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,143,Federal Statistical Office  based on Time Use Survey in Germany,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",ALLAREA,0
496,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,203,Federal Statistical Office  based on Time Use Survey in Germany,C,65+,ALLAREA,0
497,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,212,Federal Statistical Office  based on Time Use Survey in Germany,C,10+,RURAL,1
498,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,138,Federal Statistical Office  based on Time Use Survey in Germany,C,10+,RURAL,0
499,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,89,Federal Statistical Office  based on Time Use Survey in Germany,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",RURAL,1
500,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,142,Federal Statistical Office  based on Time Use Survey in Germany,C,15+,RURAL,0
501,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,63,Federal Statistical Office  based on Time Use Survey in Germany,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",RURAL,0
502,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,219,Federal Statistical Office  based on Time Use Survey in Germany,C,15+,RURAL,1
503,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,212,Federal Statistical Office  based on Time Use Survey in Germany,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",RURAL,1
504,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,96,Federal Statistical Office  based on Time Use Survey in Germany,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,1
505,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,178,Federal Statistical Office  based on Time Use Survey in Germany,C,"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64]",RURAL,0
506,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,114,Federal Statistical Office  based on Time Use Survey in Germany,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,0
507,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,146,Federal Statistical Office  based on Time Use Survey in Germany,C,"[45, 46, 47, 48, 49, 50, 51, 52, 53, 54]",RURAL,0
508,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Germany,2013,192,Federal Statistical Office  based on Time Use Survey in Germany,C,"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]",ALLAREA,1
509,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Ghana,2009,155,Calculated by UNSD based on available country data from the Ghana Time Use Survey to apply ICATUS.,CA,10+,ALLAREA,1
510,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Ghana,2009,40,Calculated by UNSD based on available country data from the Ghana Time Use Survey to apply ICATUS.,CA,10+,ALLAREA,0
511,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Greece,2014,74,Hellenic Statistical Authority (ELSTAT) based on Time use survey,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,1
512,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Greece,2014,37,Hellenic Statistical Authority (ELSTAT) based on Time use survey,C,"[15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",ALLAREA,0
513,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Greece,2014,293,Hellenic Statistical Authority (ELSTAT) based on Time use survey,C,65+,RURAL,1
514,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Greece,2014,152,Hellenic Statistical Authority (ELSTAT) based on Time use survey,C,65+,RURAL,0
